Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
T Toro,OTHER_OUTDOOR,19-06-2023,16:04:31,00:43:45,0.14,69,0.2,2.8,303:49,21:06,3,,,,,,,,,,,130.0,40.0,200,55,44,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:16:40,76,0.0,00:00,,,,0.00,,,
,00:16:41,76,0.0,00:00,,,,0.00,,,
,00:16:42,76,0.0,00:00,,,,0.00,,,
,00:16:43,76,0.0,00:00,,,,0.00,,,
,00:16:44,77,0.0,00:00,,,,0.00,,,
,00:16:45,77,0.0,00:00,,,,0.00,,,
,00:16:46,77,0.0,00:00,,,,0.00,,,
,00:16:47,78,0.0,00:00,,,,0.00,,,
,00:16:48,78,0.0,00:00,,,,0.00,,,
,00:16:49,79,0.0,00:00,,,,0.00,,,
,00:16:50,79,0.0,00:00,,,,0.00,,,
,00:16:51,81,0.0,00:00,,,,0.00,,,
,00:16:52,82,0.0,00:00,,,,0.00,,,
,00:16:53,82,0.0,00:00,,,,0.00,,,
,00:16:54,83,0.0,00:00,,,,0.00,,,
,00:16:55,83,0.0,00:00,,,,0.00,,,
,00:16:56,83,0.0,00:00,,,,0.00,,,
,00:16:57,83,0.0,00:00,,,,0.00,,,
,00:16:58,83,0.0,00:00,,,,0.00,,,
,00:16:59,84,0.0,00:00,,,,0.00,,,
,00:17:00,84,0.0,00:00,,,,0.00,,,
,00:17:01,84,0.0,00:00,,,,0.00,,,
,00:17:02,84,0.0,00:00,,,,0.00,,,
,00:17:03,84,0.0,00:00,,,,0.00,,,
,00:17:04,84,0.0,00:00,,,,0.00,,,
,00:17:05,83,0.0,00:00,,,,0.00,,,
,00:17:06,83,0.0,00:00,,,,0.00,,,
,00:17:07,81,0.0,00:00,,,,0.00,,,
,00:17:08,80,0.0,00:00,,,,0.00,,,
,00:17:09,78,0.0,00:00,,,,0.00,,,
,00:17:10,77,0.0,00:00,,,,0.00,,,
,00:17:11,72,0.0,00:00,,,,0.00,,,
,00:17:12,70,0.0,00:00,,,,0.00,,,
,00:17:13,69,0.0,00:00,,,,0.00,,,
,00:17:14,68,0.0,00:00,,,,0.00,,,
,00:17:15,69,0.0,00:00,,,,0.00,,,
,00:17:16,69,0.0,00:00,,,,0.00,,,
,00:17:17,70,0.0,00:00,,,,0.00,,,
,00:17:18,70,0.0,00:00,,,,0.00,,,
,00:17:19,70,0.0,00:00,,,,0.00,,,
,00:17:20,70,0.0,00:00,,,,0.00,,,
,00:17:21,69,0.0,00:00,,,,0.00,,,
,00:17:22,69,0.0,00:00,,,,0.00,,,
,00:17:23,68,0.0,00:00,,,,0.00,,,
,00:17:24,67,0.0,00:00,,,,0.00,,,
,00:17:25,67,0.0,00:00,,,,0.00,,,
,00:17:26,66,0.0,00:00,,,,0.00,,,
,00:17:27,67,0.0,00:00,,,,0.00,,,
,00:17:28,68,0.0,00:00,,,,0.00,,,
,00:17:29,69,0.0,00:00,,,,0.00,,,
,00:17:30,70,0.0,00:00,,,,0.00,,,
,00:17:31,71,0.0,00:00,,,,0.00,,,
,00:17:32,73,0.0,00:00,,,,0.00,,,
,00:17:33,74,0.0,00:00,,,,0.00,,,
,00:17:34,75,0.0,00:00,,,,0.00,,,
,00:17:35,74,0.0,00:00,,,,0.00,,,
,00:17:36,74,0.0,00:00,,,,0.00,,,
,00:17:37,73,0.0,00:00,,,,0.00,,,
,00:17:38,73,0.0,00:00,,,,0.00,,,
,00:17:39,73,0.0,00:00,,,,0.00,,,
,00:17:40,73,0.0,00:00,,,,0.00,,,
,00:17:41,73,0.0,00:00,,,,0.00,,,
,00:17:42,73,0.0,00:00,,,,0.00,,,
,00:17:43,72,0.0,00:00,,,,0.00,,,
,00:17:44,72,0.0,00:00,,,,0.00,,,
,00:17:45,71,0.0,00:00,,,,0.00,,,
,00:17:46,70,0.0,00:00,,,,0.00,,,
,00:17:47,69,0.0,00:00,,,,0.00,,,
,00:17:48,69,0.0,00:00,,,,0.00,,,
,00:17:49,69,0.0,00:00,,,,0.00,,,
,00:17:50,69,0.0,00:00,,,,0.00,,,
,00:17:51,70,0.0,00:00,,,,0.00,,,
,00:17:52,71,0.0,00:00,,,,0.00,,,
,00:17:53,71,0.0,00:00,,,,0.00,,,
,00:17:54,72,0.0,00:00,,,,0.00,,,
,00:17:55,72,0.0,00:00,,,,0.00,,,
,00:17:56,73,0.0,00:00,,,,0.00,,,
,00:17:57,73,0.0,00:00,,,,0.00,,,
,00:17:58,73,0.0,00:00,,,,0.00,,,
,00:17:59,72,0.0,00:00,,,,0.00,,,
,00:18:00,71,0.0,00:00,,,,0.00,,,
,00:18:01,71,0.0,00:00,,,,0.00,,,
,00:18:02,70,0.0,00:00,,,,0.00,,,
,00:18:03,70,0.0,00:00,,,,0.00,,,
,00:18:04,70,0.0,00:00,,,,0.00,,,
,00:18:05,70,0.0,00:00,,,,0.00,,,
,00:18:06,71,0.0,00:00,,,,0.00,,,
,00:18:07,71,0.0,00:00,,,,0.00,,,
,00:18:08,72,0.0,00:00,,,,0.00,,,
,00:18:09,73,0.0,00:00,,,,0.00,,,
,00:18:10,74,0.0,00:00,,,,0.00,,,
,00:18:11,74,0.0,00:00,,,,0.00,,,
,00:18:12,75,0.0,00:00,,,,0.00,,,
,00:18:13,75,0.0,00:00,,,,0.00,,,
,00:18:14,75,0.0,00:00,,,,0.00,,,
,00:18:15,75,0.0,00:00,,,,0.00,,,
,00:18:16,75,0.0,00:00,,,,0.00,,,
,00:18:17,76,0.0,00:00,,,,0.00,,,
,00:18:18,76,0.0,00:00,,,,0.00,,,
,00:18:19,76,0.0,00:00,,,,0.00,,,
,00:18:20,77,0.0,00:00,,,,0.00,,,
,00:18:21,77,0.0,00:00,,,,0.00,,,
,00:18:22,78,0.0,00:00,,,,0.00,,,
,00:18:23,78,0.0,00:00,,,,0.00,,,
,00:18:24,77,0.0,00:00,,,,0.00,,,
,00:18:25,76,0.0,00:00,,,,0.00,,,
,00:18:26,76,0.0,00:00,,,,0.00,,,
,00:18:27,75,0.0,00:00,,,,0.00,,,
,00:18:28,75,0.0,00:00,,,,0.00,,,
,00:18:29,75,0.0,00:00,,,,0.00,,,
,00:18:30,74,0.0,00:00,,,,0.00,,,
,00:18:31,74,0.0,00:00,,,,0.00,,,
,00:18:32,74,0.0,00:00,,,,0.00,,,
,00:18:33,74,0.0,00:00,,,,0.00,,,
,00:18:34,74,0.0,00:00,,,,0.00,,,
,00:18:35,74,0.0,00:00,,,,0.00,,,
,00:18:36,74,0.0,00:00,,,,0.00,,,
,00:18:37,75,0.0,00:00,,,,0.00,,,
,00:18:38,75,0.0,00:00,,,,0.00,,,
,00:18:39,76,0.0,00:00,,,,0.00,,,
,00:18:40,77,0.0,00:00,,,,0.00,,,
,00:18:41,79,0.0,00:00,,,,0.00,,,
,00:18:42,80,0.0,00:00,,,,0.00,,,
,00:18:43,81,0.0,00:00,,,,0.00,,,
,00:18:44,81,0.0,00:00,,,,0.00,,,
,00:18:45,82,0.0,00:00,,,,0.00,,,
,00:18:46,82,0.0,00:00,,,,0.00,,,
,00:18:47,82,0.0,00:00,,,,0.00,,,
,00:18:48,82,0.0,00:00,,,,0.00,,,
,00:18:49,83,0.0,00:00,,,,0.00,,,
,00:18:50,83,0.0,00:00,,,,0.00,,,
,00:18:51,84,0.0,00:00,,,,0.00,,,
,00:18:52,84,0.0,00:00,,,,0.00,,,
,00:18:53,85,0.0,00:00,,,,0.00,,,
,00:18:54,86,0.0,00:00,,,,0.00,,,
,00:18:55,86,0.0,00:00,,,,0.00,,,
,00:18:56,86,0.0,00:00,,,,0.00,,,
,00:18:57,86,0.0,00:00,,,,0.00,,,
,00:18:58,86,0.0,00:00,,,,0.00,,,
,00:18:59,87,0.0,00:00,,,,0.00,,,
,00:19:00,88,0.0,00:00,,,,0.00,,,
,00:19:01,89,0.0,00:00,,,,0.00,,,
,00:19:02,90,0.0,00:00,,,,0.00,,,
,00:19:03,90,0.0,00:00,,,,0.00,,,
,00:19:04,90,0.0,00:00,,,,0.00,,,
,00:19:05,90,0.0,00:00,,,,0.00,,,
,00:19:06,89,0.0,00:00,,,,0.00,,,
,00:19:07,89,0.0,00:00,,,,0.00,,,
,00:19:08,89,0.0,00:00,,,,0.00,,,
,00:19:09,88,0.0,00:00,,,,0.00,,,
,00:19:10,88,0.0,00:00,,,,0.00,,,
,00:19:11,88,0.0,00:00,,,,0.00,,,
,00:19:12,87,0.0,00:00,,,,0.00,,,
,00:19:13,86,0.0,00:00,,,,0.00,,,
,00:19:14,85,0.0,00:00,,,,0.00,,,
,00:19:15,83,0.0,00:00,,,,0.00,,,
,00:19:16,81,0.0,00:00,,,,0.00,,,
,00:19:17,79,0.0,00:00,,,,0.00,,,
,00:19:18,77,0.0,00:00,,,,0.00,,,
,00:19:19,72,0.0,00:00,,,,0.00,,,
,00:19:20,69,0.0,00:00,,,,0.00,,,
,00:19:21,66,0.0,00:00,,,,0.00,,,
,00:19:22,64,0.0,00:00,,,,0.00,,,
,00:19:23,63,0.0,00:00,,,,0.00,,,
,00:19:24,62,0.0,00:00,,,,0.00,,,
,00:19:25,61,0.0,00:00,,,,0.00,,,
,00:19:26,61,0.0,00:00,,,,0.00,,,
,00:19:27,61,0.0,00:00,,,,0.00,,,
,00:19:28,61,0.0,00:00,,,,0.00,,,
,00:19:29,61,0.0,00:00,,,,0.00,,,
,00:19:30,61,0.0,00:00,,,,0.00,,,
,00:19:31,61,0.0,00:00,,,,0.00,,,
,00:19:32,61,0.0,00:00,,,,0.00,,,
,00:19:33,62,0.0,00:00,,,,0.00,,,
,00:19:34,62,0.0,00:00,,,,0.00,,,
,00:19:35,61,0.0,00:00,,,,0.00,,,
,00:19:36,61,0.0,00:00,,,,0.00,,,
,00:19:37,60,0.0,00:00,,,,0.00,,,
,00:19:38,59,0.0,00:00,,,,0.00,,,
,00:19:39,59,0.0,00:00,,,,0.00,,,
,00:19:40,58,0.0,00:00,,,,0.00,,,
,00:19:41,58,0.0,00:00,,,,0.00,,,
,00:19:42,58,0.0,00:00,,,,0.00,,,
,00:19:43,58,0.0,00:00,,,,0.00,,,
,00:19:44,58,0.0,00:00,,,,0.00,,,
,00:19:45,58,0.0,00:00,,,,0.00,,,
,00:19:46,58,0.0,00:00,,,,0.00,,,
,00:19:47,58,0.0,00:00,,,,0.00,,,
,00:19:48,59,0.0,00:00,,,,0.00,,,
,00:19:49,60,0.0,00:00,,,,0.00,,,
,00:19:50,60,0.0,00:00,,,,0.00,,,
,00:19:51,61,0.0,00:00,,,,0.00,,,
,00:19:52,62,0.0,00:00,,,,0.00,,,
,00:19:53,63,0.0,00:00,,,,0.00,,,
,00:19:54,65,0.0,00:00,,,,0.00,,,
,00:19:55,66,0.0,00:00,,,,0.00,,,
,00:19:56,67,0.0,00:00,,,,0.00,,,
,00:19:57,67,0.0,00:00,,,,0.00,,,
,00:19:58,67,0.0,00:00,,,,0.00,,,
,00:19:59,66,0.0,00:00,,,,0.00,,,
,00:20:00,65,0.0,00:00,,,,0.00,,,
,00:20:01,65,0.0,00:00,,,,0.00,,,
,00:20:02,65,0.0,00:00,,,,0.00,,,
,00:20:03,65,0.0,00:00,,,,0.00,,,
,00:20:04,64,0.0,00:00,,,,0.00,,,
,00:20:05,64,0.0,00:00,,,,0.00,,,
,00:20:06,64,0.0,00:00,,,,0.00,,,
,00:20:07,64,0.0,00:00,,,,0.00,,,
,00:20:08,64,0.0,00:00,,,,0.00,,,
,00:20:09,63,0.0,00:00,,,,0.00,,,
,00:20:10,62,0.0,00:00,,,,0.00,,,
,00:20:11,61,0.0,00:00,,,,0.00,,,
,00:20:12,60,0.0,00:00,,,,0.00,,,
,00:20:13,61,0.0,00:00,,,,0.00,,,
,00:20:14,62,0.0,00:00,,,,0.00,,,
,00:20:15,63,0.0,00:00,,,,0.00,,,
,00:20:16,63,0.0,00:00,,,,0.00,,,
,00:20:17,64,0.0,00:00,,,,0.00,,,
,00:20:18,64,0.0,00:00,,,,0.00,,,
,00:20:19,65,0.0,00:00,,,,0.00,,,
,00:20:20,66,0.0,00:00,,,,0.00,,,
,00:20:21,67,0.0,00:00,,,,0.00,,,
,00:20:22,68,0.0,00:00,,,,0.00,,,
,00:20:23,69,0.0,00:00,,,,0.00,,,
,00:20:24,71,0.0,00:00,,,,0.00,,,
,00:20:25,72,0.0,00:00,,,,0.00,,,
,00:20:26,74,0.0,00:00,,,,0.00,,,
,00:20:27,75,0.0,00:00,,,,0.00,,,
,00:20:28,76,0.0,00:00,,,,0.00,,,
,00:20:29,76,0.0,00:00,,,,0.00,,,
,00:20:30,77,0.0,00:00,,,,0.00,,,
,00:20:31,76,0.0,00:00,,,,0.00,,,
,00:20:32,75,0.0,00:00,,,,0.00,,,
,00:20:33,75,0.0,00:00,,,,0.00,,,
,00:20:34,74,0.0,00:00,,,,0.00,,,
,00:20:35,73,0.0,00:00,,,,0.00,,,
,00:20:36,72,0.0,00:00,,,,0.00,,,
,00:20:37,71,0.0,00:00,,,,0.00,,,
,00:20:38,70,0.0,00:00,,,,0.00,,,
,00:20:39,69,0.0,00:00,,,,0.00,,,
,00:20:40,69,0.0,00:00,,,,0.00,,,
,00:20:41,68,0.0,00:00,,,,0.00,,,
,00:20:42,68,0.0,00:00,,,,0.00,,,
,00:20:43,67,0.0,00:00,,,,0.00,,,
,00:20:44,67,0.0,00:00,,,,0.00,,,
,00:20:45,67,0.0,00:00,,,,0.00,,,
,00:20:46,67,0.0,00:00,,,,0.00,,,
,00:20:47,67,0.0,00:00,,,,0.00,,,
,00:20:48,67,0.0,00:00,,,,0.00,,,
,00:20:49,67,0.0,00:00,,,,0.00,,,
,00:20:50,68,0.0,00:00,,,,0.00,,,
,00:20:51,68,0.0,00:00,,,,0.00,,,
,00:20:52,69,0.0,00:00,,,,0.00,,,
,00:20:53,70,0.0,00:00,,,,0.00,,,
,00:20:54,71,0.0,00:00,,,,0.00,,,
,00:20:55,72,0.0,00:00,,,,0.00,,,
,00:20:56,72,0.0,00:00,,,,0.00,,,
,00:20:57,73,0.0,00:00,,,,0.00,,,
,00:20:58,74,0.0,00:00,,,,0.00,,,
,00:20:59,75,0.0,00:00,,,,0.00,,,
,00:21:00,76,0.0,00:00,,,,0.00,,,
,00:21:01,78,0.0,00:00,,,,0.00,,,
,00:21:02,79,0.0,00:00,,,,0.00,,,
,00:21:03,80,0.0,00:00,,,,0.00,,,
,00:21:04,81,0.0,00:00,,,,0.00,,,
,00:21:05,80,0.0,00:00,,,,0.00,,,
,00:21:06,79,0.0,00:00,,,,0.00,,,
,00:21:07,78,0.0,00:00,,,,0.00,,,
,00:21:08,77,0.0,00:00,,,,0.00,,,
,00:21:09,76,0.0,00:00,,,,0.00,,,
,00:21:10,75,0.0,00:00,,,,0.00,,,
,00:21:11,73,0.0,00:00,,,,0.00,,,
,00:21:12,72,0.0,00:00,,,,0.00,,,
,00:21:13,69,0.0,00:00,,,,0.00,,,
,00:21:14,68,0.0,00:00,,,,0.00,,,
,00:21:15,66,0.0,00:00,,,,0.00,,,
,00:21:16,65,0.0,00:00,,,,0.00,,,
,00:21:17,64,0.0,00:00,,,,0.00,,,
,00:21:18,63,0.0,00:00,,,,0.00,,,
,00:21:19,63,0.0,00:00,,,,0.00,,,
,00:21:20,63,0.0,00:00,,,,0.00,,,
,00:21:21,63,0.0,00:00,,,,0.00,,,
,00:21:22,64,0.0,00:00,,,,0.00,,,
,00:21:23,65,0.0,00:00,,,,0.00,,,
,00:21:24,65,0.0,00:00,,,,0.00,,,
,00:21:25,65,0.0,00:00,,,,0.00,,,
,00:21:26,66,0.0,00:00,,,,0.00,,,
,00:21:27,66,0.0,00:00,,,,0.00,,,
,00:21:28,66,0.0,00:00,,,,0.00,,,
,00:21:29,66,0.0,00:00,,,,0.00,,,
,00:21:30,67,0.0,00:00,,,,0.00,,,
,00:21:31,67,0.0,00:00,,,,0.00,,,
,00:21:32,68,0.0,00:00,,,,0.00,,,
,00:21:33,69,0.0,00:00,,,,0.00,,,
,00:21:34,69,0.0,00:00,,,,0.00,,,
,00:21:35,69,0.0,00:00,,,,0.00,,,
,00:21:36,69,0.0,00:00,,,,0.00,,,
,00:21:37,70,0.0,00:00,,,,0.00,,,
,00:21:38,71,0.0,00:00,,,,0.00,,,
,00:21:39,72,0.0,00:00,,,,0.00,,,
,00:21:40,73,0.0,00:00,,,,0.00,,,
,00:21:41,73,0.0,00:00,,,,0.00,,,
,00:21:42,73,0.0,00:00,,,,0.00,,,
,00:21:43,74,0.0,00:00,,,,0.00,,,
,00:21:44,74,0.0,00:00,,,,0.00,,,
,00:21:45,74,0.0,00:00,,,,0.00,,,
,00:21:46,74,0.0,00:00,,,,0.00,,,
,00:21:47,73,0.0,00:00,,,,0.00,,,
,00:21:48,73,0.0,00:00,,,,0.00,,,
,00:21:49,72,0.0,00:00,,,,0.00,,,
,00:21:50,72,0.0,00:00,,,,0.00,,,
,00:21:51,72,0.0,00:00,,,,0.00,,,
,00:21:52,72,0.0,00:00,,,,0.00,,,
,00:21:53,72,0.0,00:00,,,,0.00,,,
,00:21:54,72,0.0,00:00,,,,0.00,,,
,00:21:55,73,0.0,00:00,,,,0.00,,,
,00:21:56,74,0.0,00:00,,,,0.00,,,
,00:21:57,76,0.0,00:00,,,,0.00,,,
,00:21:58,77,0.0,00:00,,,,0.00,,,
,00:21:59,77,0.0,00:00,,,,0.00,,,
,00:22:00,78,0.0,00:00,,,,0.00,,,
,00:22:01,77,0.0,00:00,,,,0.00,,,
,00:22:02,76,0.0,00:00,,,,0.00,,,
,00:22:03,74,0.0,00:00,,,,0.00,,,
,00:22:04,73,0.0,00:00,,,,0.00,,,
,00:22:05,72,0.0,00:00,,,,0.00,,,
,00:22:06,71,0.0,00:00,,,,0.00,,,
,00:22:07,72,0.0,00:00,,,,0.00,,,
,00:22:08,73,0.0,00:00,,,,0.00,,,
,00:22:09,75,0.0,00:00,,,,0.00,,,
,00:22:10,76,0.0,00:00,,,,0.00,,,
,00:22:11,78,0.0,00:00,,,,0.00,,,
,00:22:12,80,0.0,00:00,,,,0.00,,,
,00:22:13,81,0.0,00:00,,,,0.00,,,
,00:22:14,83,0.0,00:00,,,,0.00,,,
,00:22:15,82,0.0,00:00,,,,0.00,,,
,00:22:16,82,0.0,00:00,,,,0.00,,,
,00:22:17,81,0.0,00:00,,,,0.00,,,
,00:22:18,80,0.0,00:00,,,,0.00,,,
,00:22:19,79,0.0,00:00,,,,0.00,,,
,00:22:20,78,0.0,00:00,,,,0.00,,,
,00:22:21,77,0.0,00:00,,,,0.00,,,
,00:22:22,76,0.0,00:00,,,,0.00,,,
,00:22:23,75,0.0,00:00,,,,0.00,,,
,00:22:24,74,0.0,00:00,,,,0.00,,,
,00:22:25,74,0.0,00:00,,,,0.00,,,
,00:22:26,73,0.0,00:00,,,,0.00,,,
,00:22:27,73,0.0,00:00,,,,0.00,,,
,00:22:28,72,0.0,00:00,,,,0.00,,,
,00:22:29,72,0.0,00:00,,,,0.00,,,
,00:22:30,71,0.0,00:00,,,,0.00,,,
,00:22:31,72,0.0,00:00,,,,0.00,,,
,00:22:32,72,0.0,00:00,,,,0.00,,,
,00:22:33,72,0.0,00:00,,,,0.00,,,
,00:22:34,73,0.0,00:00,,,,0.00,,,
,00:22:35,72,0.0,00:00,,,,0.00,,,
,00:22:36,72,0.0,00:00,,,,0.00,,,
,00:22:37,72,0.0,00:00,,,,0.00,,,
,00:22:38,71,0.0,00:00,,,,0.00,,,
,00:22:39,71,0.0,00:00,,,,0.00,,,
,00:22:40,71,0.0,00:00,,,,0.00,,,
,00:22:41,71,0.0,00:00,,,,0.00,,,
,00:22:42,71,0.0,00:00,,,,0.00,,,
,00:22:43,72,0.0,00:00,,,,0.00,,,
,00:22:44,73,0.0,00:00,,,,0.00,,,
,00:22:45,73,0.0,00:00,,,,0.00,,,
,00:22:46,73,0.0,00:00,,,,0.00,,,
,00:22:47,74,0.0,00:00,,,,0.00,,,
,00:22:48,74,0.0,00:00,,,,0.00,,,
,00:22:49,74,0.0,00:00,,,,0.00,,,
,00:22:50,74,0.0,00:00,,,,0.00,,,
,00:22:51,74,0.0,00:00,,,,0.00,,,
,00:22:52,74,0.0,00:00,,,,0.00,,,
,00:22:53,74,0.0,00:00,,,,0.00,,,
,00:22:54,75,0.0,00:00,,,,0.00,,,
,00:22:55,75,0.0,00:00,,,,0.00,,,
,00:22:56,76,0.0,00:00,,,,0.00,,,
,00:22:57,76,0.0,00:00,,,,0.00,,,
,00:22:58,76,0.0,00:00,,,,0.00,,,
,00:22:59,75,0.0,00:00,,,,0.00,,,
,00:23:00,74,0.0,00:00,,,,0.00,,,
,00:23:01,73,0.0,00:00,,,,0.00,,,
,00:23:02,72,0.0,00:00,,,,0.00,,,
,00:23:03,71,0.0,00:00,,,,0.00,,,
,00:23:04,70,0.0,00:00,,,,0.00,,,
,00:23:05,68,0.0,00:00,,,,0.00,,,
,00:23:06,67,0.0,00:00,,,,0.00,,,
,00:23:07,66,0.0,00:00,,,,0.00,,,
,00:23:08,66,0.0,00:00,,,,0.00,,,
,00:23:09,65,0.9,64:06,,,,0.79,,,
,00:23:10,64,2.3,25:46,,,,1.58,,,
,00:23:11,63,2.3,25:44,,,,2.37,,,
,00:23:12,63,1.8,32:34,,,,3.16,,,
,00:23:13,62,1.5,39:34,,,,3.95,,,
,00:23:14,61,0.0,00:00,,,,4.74,,,
,00:23:15,61,0.0,00:00,,,,5.53,,,
,00:23:16,61,0.0,00:00,,,,6.32,,,
,00:23:17,61,0.0,00:00,,,,7.11,,,
,00:23:18,61,0.0,00:00,,,,7.90,,,
,00:23:19,61,0.0,00:00,,,,8.69,,,
,00:23:20,61,0.0,00:00,,,,9.48,,,
,00:23:21,62,0.0,00:00,,,,10.27,,,
,00:23:22,62,0.0,00:00,,,,11.06,,,
,00:23:23,62,0.0,00:00,,,,11.85,,,
,00:23:24,63,0.0,00:00,,,,12.64,,,
,00:23:25,63,0.0,00:00,,,,13.43,,,
,00:23:26,63,0.0,00:00,,,,14.22,,,
,00:23:27,63,0.0,00:00,,,,15.01,,,
,00:23:28,63,0.0,00:00,,,,15.80,,,
,00:23:29,64,0.0,00:00,,,,16.59,,,
,00:23:30,65,0.0,00:00,,,,17.38,,,
,00:23:31,67,0.0,00:00,,,,18.17,,,
,00:23:32,68,0.0,00:00,,,,18.96,,,
,00:23:33,69,0.7,87:43,,,,19.40,,,
,00:23:34,70,0.0,00:00,,,,19.70,,,
,00:23:35,70,0.0,00:00,,,,20.10,,,
,00:23:36,70,0.0,00:00,,,,20.89,,,
,00:23:37,70,0.0,00:00,,,,21.60,,,
,00:23:38,70,0.0,00:00,,,,22.20,,,
,00:23:39,71,0.0,00:00,,,,22.40,,,
,00:23:40,71,0.0,00:00,,,,23.00,,,
,00:23:41,72,0.0,00:00,,,,23.30,,,
,00:23:42,72,0.0,00:00,,,,23.90,,,
,00:23:43,71,0.0,00:00,,,,24.10,,,
,00:23:44,71,0.0,00:00,,,,24.60,,,
,00:23:45,69,0.0,00:00,,,,24.80,,,
,00:23:46,67,0.0,00:00,,,,25.00,,,
,00:23:47,65,0.0,00:00,,,,25.00,,,
,00:23:48,64,0.0,00:00,,,,25.20,,,
,00:23:49,63,0.0,00:00,,,,25.30,,,
,00:23:50,62,0.0,00:00,,,,26.00,,,
,00:23:51,61,0.0,00:00,,,,26.20,,,
,00:23:52,61,0.0,00:00,,,,26.30,,,
,00:23:53,61,2.8,21:06,,,,27.09,,,
,00:23:54,61,0.0,00:00,,,,27.88,,,
,00:23:55,61,0.0,00:00,,,,28.50,,,
,00:23:56,61,0.0,00:00,,,,28.70,,,
,00:23:57,60,0.0,00:00,,,,29.20,,,
,00:23:58,60,0.0,00:00,,,,29.99,,,
,00:23:59,60,0.0,00:00,,,,30.40,,,
,00:24:00,60,0.0,00:00,,,,31.19,,,
,00:24:01,60,0.0,00:00,,,,31.98,,,
,00:24:02,60,0.0,00:00,,,,32.40,,,
,00:24:03,60,0.0,00:00,,,,32.70,,,
,00:24:04,60,0.0,00:00,,,,33.49,,,
,00:24:05,60,0.0,00:00,,,,34.28,,,
,00:24:06,60,0.0,00:00,,,,34.50,,,
,00:24:07,60,0.0,00:00,,,,35.29,,,
,00:24:08,60,0.0,00:00,,,,36.08,,,
,00:24:09,60,0.0,00:00,,,,36.30,,,
,00:24:10,60,0.0,00:00,,,,36.30,,,
,00:24:11,61,0.0,00:00,,,,36.40,,,
,00:24:12,61,0.0,00:00,,,,36.60,,,
,00:24:13,61,0.0,00:00,,,,37.00,,,
,00:24:14,62,0.0,00:00,,,,37.70,,,
,00:24:15,63,0.0,00:00,,,,38.40,,,
,00:24:16,63,0.0,00:00,,,,39.00,,,
,00:24:17,63,0.0,00:00,,,,39.20,,,
,00:24:18,64,0.0,00:00,,,,39.80,,,
,00:24:19,64,0.0,00:00,,,,40.10,,,
,00:24:20,64,0.0,00:00,,,,40.80,,,
,00:24:21,64,0.0,00:00,,,,41.59,,,
,00:24:22,64,0.0,00:00,,,,42.38,,,
,00:24:23,64,0.0,00:00,,,,43.17,,,
,00:24:24,64,0.0,00:00,,,,43.70,,,
,00:24:25,64,0.0,00:00,,,,43.80,,,
,00:24:26,64,0.0,00:00,,,,43.80,,,
,00:24:27,65,0.0,00:00,,,,44.20,,,
,00:24:28,65,0.0,00:00,,,,44.20,,,
,00:24:29,65,0.0,00:00,,,,44.90,,,
,00:24:30,66,0.0,00:00,,,,44.90,,,
,00:24:31,66,0.0,00:00,,,,45.10,,,
,00:24:32,65,0.0,00:00,,,,45.30,,,
,00:24:33,66,0.0,00:00,,,,45.40,,,
,00:24:34,66,0.0,00:00,,,,45.60,,,
,00:24:35,66,0.0,00:00,,,,45.60,,,
,00:24:36,66,0.0,00:00,,,,45.80,,,
,00:24:37,67,0.0,00:00,,,,45.90,,,
,00:24:38,67,0.0,00:00,,,,46.40,,,
,00:24:39,68,0.0,00:00,,,,46.80,,,
,00:24:40,69,0.0,00:00,,,,47.30,,,
,00:24:41,69,0.0,00:00,,,,47.40,,,
,00:24:42,70,0.0,00:00,,,,47.50,,,
,00:24:43,71,0.0,00:00,,,,47.80,,,
,00:24:44,72,0.0,00:00,,,,48.00,,,
,00:24:45,72,0.0,00:00,,,,48.40,,,
,00:24:46,72,0.0,00:00,,,,48.50,,,
,00:24:47,72,0.0,00:00,,,,49.10,,,
,00:24:48,71,0.0,00:00,,,,49.10,,,
,00:24:49,70,0.0,00:00,,,,49.30,,,
,00:24:50,70,0.8,75:45,,,,49.50,,,
,00:24:51,69,0.0,00:00,,,,49.60,,,
,00:24:52,68,0.0,00:00,,,,49.80,,,
,00:24:53,67,0.0,00:00,,,,50.30,,,
,00:24:54,66,0.0,00:00,,,,50.40,,,
,00:24:55,66,0.0,00:00,,,,50.80,,,
,00:24:56,66,0.0,00:00,,,,50.90,,,
,00:24:57,67,0.0,00:00,,,,51.40,,,
,00:24:58,68,0.0,00:00,,,,51.90,,,
,00:24:59,68,0.0,00:00,,,,52.60,,,
,00:25:00,69,0.0,00:00,,,,52.70,,,
,00:25:01,68,0.0,00:00,,,,53.49,,,
,00:25:02,67,0.0,00:00,,,,53.70,,,
,00:25:03,67,0.0,00:00,,,,54.00,,,
,00:25:04,66,0.0,00:00,,,,54.60,,,
,00:25:05,67,0.0,00:00,,,,55.39,,,
